id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
394,A2,11,B,main,Büro,das,-s,Noun,,,office,ofis,офис,офіс,دفتر / اداره,مكتب,1,8,Ich arbeite in einem großen Büro.
395,A2,11,B,main,Bus,der,-se,Noun,,,bus,otobüs,автобус,автобус,اتوبوس,حافلة,1,11,Ich fahre mit dem Bus zur Schule.
396,A2,11,B,main,besonders,,,Other,,,especially / particularly,özellikle,особенно / в особенности,особливо / зокрема,به‌ویژه / مخصوصاً,خصوصاً / بشكل خاص,7,21,Das Essen heute war besonders gut.
397,A2,11,B,main,bestätigen,,,Verb,bestätigt,hat bestätigt,to confirm,onaylamak,подтверждать,підтверджувати,تأیید کردن,يؤكد,10,21,Bitte bestätige deine E-Mail-Adresse.
398,A2,11,B,main,bestehen,,,Verb,besteht,hat bestan,to pass (exam) / consist of,başarmak / oluşmak,сдавать (экзамен) / состоять из,скласти (іспит) / складатися з,قبول شدن / تشکیل شدن از,يجتاز (امتحاناً) / يتألف من,9,21,"Ich hoffe, dass ich die Prüfung bestehe."
399,A2,11,B,main,bestellen,,,Verb,bestellt,,to order,sipariş etmek,заказывать,замовляти,سفارش دادن,يطلب,3,5,Wir bestellen Pizza zum Abendessen.
400,A2,11,B,main,Besuch,der,-e,Noun,,,visit,ziyaret,визит / посещение,візит / відвідування,دیدار / ملاقات,زيارة,3,21,Ich bekomme morgen Besuch von meiner Schwester.
401,A2,11,B,main,besuchen,,,Verb,besucht,,to visit,ziyaret etmek,посещать,відвідувати,دیدن / ملاقات کردن,يزور,3,21,Ich besuche meine Großeltern am Wochenende.
402,A2,11,B,main,Bett,das,-en,Noun,,,bed,yatak,кровать,ліжко,تخت,سرير,1,6,Mein Bett ist sehr bequem.
403,A2,11,B,main,bewölkt,,,Other,,,cloudy / overcast,bulutlu,облачно / пасмурно,хмарно / похмуро,ابری,غائم / ملبَّد بالغيوم,8,14,Heute ist es bewölkt und kalt.
404,A2,11,W,main,Wolke,die,-n,Noun,,,cloud,bulut,облако,хмара,ابر,سحابة,5,14,"Die dunklen Wolken zeigen, dass Regen kommt."
405,A2,11,B,main,bezahlen,,,Verb,bezahlt,hat bezahlt,to pay,ödemek,платить,платити,پرداخت کردن,يدفع,6,12,Ich bezahle im Supermarkt mit Kreditkarte.
406,A2,11,B,main,Bibliothek,die,-en,Noun,,,library,kütüphane,библиотека,бібліотека,کتابخانه,مكتبة,10,9,In der Bibliothek kann man Bücher ausleihen.
407,A2,11,B,main,Birne,die,-n,Noun,,,pear,armut,груша,груша,گلابی,كمثرى / إجاص,8,5,Die Birne schmeckt sehr süß.
408,A2,11,B,main,bisschen,,,Verb,,,a little / a bit,biraz,немного / чуть-чуть,трохи / трішки,کمی / یک‌کم,قليل / شيء يسير,3,21,Kannst du bitte ein bisschen langsamer sprechen?
409,A2,11,B,main,bitte,,,Other,,,please / you're welcome,lütfen / rica ederim,пожалуйста / не за что,будь ласка / прошу,لطفاً / خواهش می‌کنم,من فضلك / عفواً,2,21,Bitte hilf mir mit meiner Hausaufgabe.
410,A2,11,B,main,Bitte,die,-n,Noun,,,request,rica,просьба,прохання,درخواست,طلب,5,21,Ich habe eine Bitte an dich.
411,A2,12,D,main,Datum,das,-en,Noun,,,date,tarih,дата,дата,تاریخ,تاريخ,2,1,Welches Datum ist heute?
412,A2,12,D,main,dauern,,,Verb,dauert,,to last / take (time),sürmek,длиться / занимать (время),тривати / займати (час),طول کشیدن,يستغرق / يدوم,3,2,Wie lange dauert der Film?
413,A2,12,D,main,denken,,,Verb,denkt,hat gedacht,to think,düşünmek,думать,думати,فکر کردن,يفكر,3,21,"Ich denke, wir sollten früher losfahren."
414,A2,12,D,main,deshalb,,,Other,,,therefore / that's why,bu yüzden,поэтому / вот почему,тому / тому що,به همین دلیل,لذلك / لهذا السبب,6,21,"Ich bin müde, deshalb gehe ich schlafen."
415,A2,12,D,main,deutlich,,,Other,,,clear / distinct,açık / net,ясный / отчётливый,виразний / чіткий,واضح / مشخص,واضح / صريح,6,21,Die Lehrerin erklärt alles sehr deutlich.
416,A2,12,D,main,dick,,,Other,,,fat / thick,şişman / kalın,толстый / плотный,товстий / щільний,چاق / ضخیم,سمين / سميك,1,21,Das Buch ist ziemlich dick.
417,A2,12,D,main,Ding,das,-e,Noun,,,thing,şey,вещь,річ,چیز,شيء,1,21,Ich verliere oft kleine Dinge.
418,A2,12,D,main,direkt,,,Other,,,direct / directly,direkt / doğrudan,прямой / напрямую,прямий / безпосередньо,مستقیم / مستقیمًا,مباشر / مباشرةً,5,21,Die Wohnung ist direkt am Bahnhof.
419,A2,12,D,main,Disco,die,-s /,Noun,,,disco / club,disko / kulüp,дискотека / клуб,дискотека / клуб,دیسکو / کلوب,ديسكو / نادٍ,5,15,Am Wochenende gehe ich manchmal in die Disco.
420,A2,12,D,main,diskutieren,,,Verb,diskutiert,hat diskutiert,to discuss,tartışmak / görüşmek,обсуждать,обговорювати,بحث کردن,يناقش,10,13,Wir diskutieren im Unterricht über das Thema.
421,A2,12,D,main,Doppelzimmer,das,-,Noun,,,double room,çift kişilik oda,двухместный номер,двомісний номер,اتاق دونفره,غرفة مزدوجة,10,10,Im Hotel buche ich ein Doppelzimmer.
422,A2,12,D,main,Dorf,das,¨-er,Noun,,,village,köy,деревня,село,روستا,قرية,4,20,Wir fahren am Wochenende in ein kleines Dorf.
423,A2,12,D,main,draußen,,,Verb,,,outside,dışarıda,снаружи,надворі / зовні,بیرون,في الخارج,6,21,Die Kinder spielen draußen im Garten.
424,A2,12,D,main,dringend,,,Other,,,urgent,acil,срочный,терміново / невідкладно,فوری,عاجل,6,21,Der Brief ist dringend.
425,A2,12,D,main,drinnen,,,Verb,,,inside,içeride,внутри,всередині,داخل,داخل,6,21,"Es ist warm, also bleiben wir drinnen."
426,A2,12,D,main,drüben,,,Verb,drückt,hat gedrückt,over there / across,orada / karşı tarafta,вон там / напротив,он там / навпроти,آنجا / آن طرف,هناك / عبر,8,21,Meine Schwester wohnt drüben auf der anderen Seite.
427,A2,12,C,main,Café,das,-s,Noun,,,café,kafe,кафе,кафе,کافه,مقهى,1,5,Wir treffen uns im Café um drei Uhr.
428,A2,12,C,main,Cafeteria,die,-s,Noun,,,cafeteria,kantin,кафетерий,кафетерій,کافه‌تریا,كافيتيريا,7,5,In der Cafeteria esse ich manchmal zu Mittag.
429,A2,12,C,main,chatten,,,Verb,chattet,hat gechattet,to chat (online),sohbet etmek (çevrimiçi),чатиться / общаться онлайн,спілкуватися онлайн / чатитися,چت کردن,يتحدث (عبر الإنترنت),8,13,Ich chatte täglich mit meiner Freundin.
430,A2,12,C,main,Chef,der,-s /,Noun,,,boss / manager (male),patron (erkek) / yönetici (erkek),шеф / начальник (муж.),шеф / начальник (чол.),رئیس / مدیر مرد,رئيس / مدير (مذكر),4,8,Mein Chef ist heute sehr beschäftigt.
431,A2,12,C,main,Chefin,die,-nen,Noun,,,boss / manager (female),patron (kadın) / yönetici (kadın),шеф / начальница (жен.),шефиня / начальниця,رئیس / مدیر زن,رئيسة / مديرة (مؤنث),5,8,Die Chefin erklärt die Aufgaben klar.
432,A2,12,C,main,Club,der,-s /,Noun,,,club,kulüp,клуб,клуб,باشگاه / کلوب,نادٍ,4,15,Er ist Mitglied in einem Sportclub.
433,A2,12,C,main,Computer,der,-,Noun,,,computer,bilgisayar,компьютер,комп'ютер,رایانه,حاسوب,3,17,Der Computer im Büro ist sehr alt.
434,A2,12,D,main,da,,,Other,,,there / then,orada / sonra,там / тогда,там / тоді,آنجا / آن وقت,هناك / إذن,1,21,"Ich war da, als du angerufen hast."
435,A2,12,D,main,dafür,,,Verb,,,for it / for that / in favor,bunun için / lehinde,за это / для этого / в пользу,для цього / за це / на користь,برای آن / موافق آن,من أجله / لذلك / مؤيد,5,21,"Ich bin dafür, dass wir früher beginnen."
436,A2,12,D,main,dagegen,,,Verb,,,against it / against that / on the other hand,buna karşı / aleyhinde / öte yandan,против этого / против того / с другой стороны,проти цього / проти того / натомість,برخلاف آن / در مقابل آن,ضده / من ناحية أخرى,6,21,"Sie ist dagegen, das Meeting zu verschieben."
437,A2,12,D,main,damals,,,Other,,,back then / at that time,o zamanlar,тогда / в то время,тоді / у той час,آن زمان,في ذلك الوقت / آنذاك,5,2,Damals lebten wir in einer kleinen Wohnung.
438,A2,12,D,main,Dame,die,-n,Noun,,,lady,hanımefendi,дама,дама / пані,بانو,سيدة,4,3,Eine Dame hat ihren Schirm vergessen.
439,A2,12,D,main,daneben,,,Verb,wo die,,next to it / beside it,yanıbaşında / yanında,рядом с этим / возле этого,поруч / поряд з цим,کنار آن,بجانبه / بجواره,8,21,"Ich sitze daneben, also kann ich helfen."
440,A2,12,D,main,Dank,der,,Noun,,,thanks / gratitude,teşekkür / minnettarlık,благодарность / спасибо,подяка,تشکر / قدردانی,شكر / امتنان,4,21,Herzlichen Dank für deine Hilfe!
441,A2,12,D,main,danken,,,Verb,dankt,hat gedankt,to thank,teşekkür etmek,благодарить,дякувати,تشکر کردن,يشكر,5,21,Ich danke dir für dein Geschenk.
442,A2,12,D,main,Datei,die,-en,Noun,,,file (computer),dosya,файл,файл,فایل,ملف (حاسوب),5,17,Die Datei ist zu groß zum Senden.
443,A2,13,E,main,Einkaufs-,das,,Noun,,,shopping (compound prefix),alışveriş- (önek),покупки- (часть сложного слова),покупки- (частина складного слова),خرید-,تسوق- (بادئة تركيبية),7,12,Ich gehe in das Einkaufszentrum.
444,A2,13,E,main,einladen,,,Verb,lädt ein,hat eingela,to invite,davet etmek,приглашать,запрошувати,دعوت کردن,يدعو,9,21,Ich möchte dich zum Essen einladen.
445,A2,13,E,main,Einladung,die,-en,Noun,,,invitation,davet,приглашение,запрошення,دعوت‌نامه,دعوة,9,21,Die Einladung zur Party ist schon da.
446,A2,13,E,main,einpacken,,,Verb,packt ein,,to pack, paketlemek,упаковывать,пакувати / упаковувати,بسته‌بندی کردن,يحزم,9,21,Ich packe das Geschenk sorgfältig ein.
447,A2,13,E,main,einsteigen,,,Verb,steigt ein,,to board / get in (vehicle),binek / binmek (taşıta),садиться / входить (в транспорт),сідати (у транспорт) / заходити,سوار شدن,يستقل / يركب (مركبة),10,11,Wir steigen am Hauptbahnhof in den Zug ein.
448,A2,13,E,main,eintragen,,,Verb,trägt ein,,to enter / register (in a form),form doldurmak / kaydetmek,вносить / записывать (в форму),вносити / записувати (у форму),ثبت کردن / وارد کردن,يُدخل / يسجّل (في استمارة),9,21,Bitte trag deine Daten in das Formular ein.
449,A2,13,E,main,Eintritt,der,-e,Noun,,,admission / entry,giriş,вход / допуск,вхід / вступ,ورود / بلیت ورود,دخول / اشتراك,9,10,Der Eintritt ins Museum kostet fünf Euro.
450,A2,13,E,main,einverstanden,,,Verb,,,agreed / in agreement,kabul / hemfikir,согласен / согласна,згоден / згодна,موافق,موافق / متفق,10,21,Ich bin einverstanden mit deinem Vorschlag.
451,A2,13,S,main,sein,,,Verb,bin) einverstanden. ist,,to be,olmak,быть,бути,بودن,يكون,1,21,Ich bin müde.
452,A2,13,E,main,einzel-,,,Other,,,single- (prefix),tek- (önek),одиночный- (приставка),одинарний- (префікс),تک-,مفرد- (بادئة),6,21,Sie hat ein Einzelzimmer gebucht.
453,A2,13,E,main,einziehen,,,Verb,zieht ein,,to move in,taşınmak,въезжать / заселяться,в'їжджати / заселятися,اسباب‌کشی کردن / ساکن شدن,ينتقل للسكن,9,6,Wir ziehen nächsten Monat in eine neue Wohnung ein.
454,A2,13,E,main,Eis,das,,Noun,,,ice cream / ice,dondurma / buz,мороженое / лёд,морозиво / лід,بستنی / یخ,آيس كريم / جليد,1,14,Im Sommer esse ich gern Eis.
455,A2,13,E,main,empfehlen,,,Verb,empfiehlt,hat empfohlen,to recommend,tavsiye etmek,рекомендовать,рекомендувати,توصیه کردن,يوصي,9,21,Kannst du ein gutes Restaurant empfehlen?
456,A2,13,E,main,Ende,das,-n,Noun,,,end,son,конец,кінець,پایان,نهاية,1,2,Am Ende des Films weinen alle.
457,A2,13,E,main,enden,,,Verb,endet,hat geendet,to end,sona ermek,заканчиваться,закінчуватися,تمام شدن,ينتهي,5,2,Der Unterricht endet um drei Uhr.
458,A2,13,E,main,endlich,,,Other,,,finally / at last,nihayet / sonunda,наконец / в конце концов,нарешті / врешті-решт,سرانجام / بالاخره,أخيرًا / في نهاية المطاف,6,21,Endlich bin ich fertig mit der Hausaufgabe!
459,A2,13,E,main,eng,,,Other,,,narrow / tight,dar,узкий / тесный,вузький / тісний,تنگ,ضيق,4,21,Die Hose ist ein bisschen eng.
460,A2,13,E,main,entschuldigen,,,Verb,,,to excuse / apologize,özür dilemek,извинять / извиняться,вибачати / вибачатися,عذرخواهی کردن / بخشیدن,يعتذر / يعفو,10,19,"Entschuldigen Sie bitte, wo ist der Bahnhof?"
461,A2,13,I,main,Ich,,,Verb,hat entschuldigt,,I (pronoun),ben,я,я,من,أنا (ضمير),1,21,Ich lerne Deutsch.
462,A2,13,E,main,Entschuldi-,die,,Noun,,,excuse me / apology,afedersiniz / özür,извинение / простите,вибачення / вибачте,ببخشید / عذرخواهی,عذرًا / اعتذار (بادئة),10,21,Ich habe eine Entschuldigung geschrieben.
463,A2,13,D,main,Drucker,der,-,Noun,,,printer,yazıcı,принтер,принтер,چاپگر,طابعة,6,17,Der Drucker im Büro ist kaputt.
464,A2,13,D,main,dunkel,,,Other,,,dark,karanlık,тёмный,темний,تاریک,مظلم,5,21,Im Winter wird es früh dunkel.
465,A2,13,D,main,dünn,,,Other,,,thin,inç / ince,тонкий,тонкий,نازک,رفيع / نحيل,4,21,Das Buch ist sehr dünn.
466,A2,13,D,main,durch,,,Other,,,through / by,vasıtasıyla / aracılığıyla,через / посредством,через / за допомогою,از طریق / از میان,خلال / عبر / بواسطة,2,21,Wir fahren durch die Stadt.
467,A2,13,D,main,dürfen,,,Verb,darf,,may / to be allowed to,izinli olmak / -ebilir,мочь / иметь право,мати право / дозволено,اجازه داشتن / مجاز بودن,يجوز / مسموح له,3,21,Darf ich hier rauchen?
468,A2,13,D,main,Durst,der,,Noun,,,thirst,susuzluk,жажда,спрага,تشنگی,عطش,5,5,Nach dem Sport habe ich großen Durst.
469,A2,13,E,main,E-Book,das,-s,Noun,,,e-book,e-kitap,электронная книга,електронна книга,کتاب الکترونیکی,كتاب إلكتروني,5,17,Ich lese ein E-Book auf meinem Tablet.
470,A2,13,E,main,echt,,,Other,,,real / genuine / really,gerçek,настоящий / подлинный / правда,справжній / підлинний / справді,واقعی / واقعاً,حقيقي / أصيل / فعلًا,4,21,Das ist ein echtes Problem.
