id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty
987,A2,29,V,main,verlieben,,,Verb,verliebt,hat verliebt,to fall in love,aşık olmak,влюбляться,закохуватися,عاشق شدن,يقع في الحب,3
988,A2,29,V,main,verlieren,,,Verb,verliert,,to lose,kaybetmek,терять,втрачати / програвати,گم کردن / از دست دادن,يخسر / يضيع,3
989,A2,29,V,main,vermieten,,,Verb,vermietet,hat vermietet,to rent out,kiralamak (vermek),сдавать в аренду,здавати в оренду,اجاره دادن,يؤجر,3
990,A2,29,V,main,Vermieter,der,- /,Noun,,,landlord (male),ev sahibi (erkek),арендодатель / хозяин квартиры (муж.),домовласник / орендодавець (чол.),صاحبخانه مرد,مالك (مذكر),3
991,A2,29,V,main,Vermieterin,die,-nen,Noun,,,landlord (female),ev sahibi (kadın),арендодательница / хозяйка квартиры (жен.),домовласниця / орендодавиця,صاحبخانه زن,مالكة (مؤنث),3
992,A2,29,V,main,verpassen,,,Verb,verpasst,hat verpasst,to miss,kaçırmak,пропускать / упускать,пропускати / запізнюватися,از دست دادن / جا ماندن از,يفوت / يُضيِّع,3
993,A2,29,V,main,verreisen,,,Verb,verreist,,to go on a trip,tatile çıkmak,уезжать в поездку,їхати у подорож,به سفر رفتن,يسافر / يقوم برحلة,3
994,A2,29,V,main,verschieben,,,Verb,verschiebt,hat verschoben,to postpone / move,ertelemek,переносить / передвигать,відкладати / переносити,به تعویق انداختن,يؤجل / يُزيح,3
995,A2,29,V,main,verschieden,,,Verb,,,different / various,çeşitli,разный / различный,різний / різноманітний,مختلف / گوناگون,مختلف / متنوع,3
996,A2,29,V,main,Verspätung,die,-en,Noun,,,delay,gecikme,задержка,запізнення / затримка,تأخیر,تأخر / تأخير,3
997,A2,29,V,main,versuchen,,,Verb,versucht,,to try,denemek,пытаться,намагатися / пробувати,تلاش کردن / امتحان کردن,يحاول,2
998,A2,29,V,main,Vertrag,der,¨-e,Noun,,,contract,sözleşme,договор,договір / контракт,قرارداد,عقد,3
999,A2,29,V,main,vielleicht,,,Other,,,maybe / perhaps,belki,может быть / возможно,можливо / мабуть,شاید,ربما / لعل,1
1000,A2,29,V,main,Vogel,der,¨-,Noun,,,bird,kuş,птица,птах,پرنده,طائر,2
1001,A2,29,V,main,voll,,,Other,,,full,dolu,полный,повний,پر / کامل,ممتلئ / مليء,2
1002,A2,30,W,main,werden,,,Verb,wird,ist gewor,to become,olmak / -e gelmek,становиться,ставати,شدن,يصبح / يصير,2
1003,A2,30,S,main,sie,,,Other,,,she / they,o / onlar,она / они,вона / вони,او / آنها,هي / هم,1
1004,A2,30,W,main,Werkstatt,die,¨-en,Noun,,,workshop / garage (car),atölye / garaj,мастерская / автосервис,майстерня / автомайстерня,کارگاه / تعمیرگاه,ورشة عمل / كراج (سيارات),3
1005,A2,30,W,main,Wettbewerb,der,-e,Noun,,,competition,yarışma,конкурс,змагання / конкурс,مسابقه,مسابقة / منافسة,3
1006,A2,30,W,main,wie,,,Other,,,how / as / like,nasıl / gibi,как / в качестве / подобно,як,چطور / مثل,كيف / كـ / مثل,1
1007,A2,30,W,main,wieder,,,Other,,,again,tekrar,снова,знову / ще раз,دوباره,مجدداً / ثانيةً,1
1008,A2,30,W,main,wiederholen,,,Verb,,,to repeat,tekrar etmek,повторять,повторювати,تکرار کردن,يكرر,3
1009,A2,30,W,main,Wiederhören,das,-,Noun,,,goodbye (on phone),görüşürüz (telefonda),до свидания (по телефону),до побачення (по телефону),خداحافظ (پایان تماس),مع السلامة (في الهاتف),3
1010,A2,30,W,main,Wiedersehen,das,-,Noun,,,goodbye,hoşça kal,до свидания,до побачення,خداحافظ,مع السلامة / وداعاً,3
1011,A2,30,W,main,wirklich,,,Other,,,really / truly,gerçekten,действительно / правда,справді / дійсно,واقعاً,حقاً / فعلاً,1
1012,A2,30,W,main,wissen,,,Verb,weiß,hat gewusst,to know (a fact),bilmek,знать (факт),знати (факт),دانستن,يعرف (حقيقة),2
1013,A2,30,W,main,Witz,der,-e,Noun,,,joke,şaka,шутка,жарт,شوخی / لطیفه,نكتة,2
1014,A2,30,W,main,wo,,,Other,,,where,nerede,где,де,کجا,أين,1
1015,A2,30,W,main,woher,,,Other,,,where from,nereden,откуда,звідки,از کجا,من أين,2
1016,A2,30,W,main,wohin,,,Other,,,where to,nereye,куда,куди,به کجا,إلى أين,2
1017,A2,30,W,main,wohnen,,,Verb,wohnt,,to live / reside,ikamet etmek,жить / проживать,жити / мешкати,ساکن بودن / زندگی کردن,يسكن / يقيم,1
1018,A2,30,W,main,Wohnung,die,-en,Noun,,,apartment / flat,daire,квартира,квартира,آپارتمان,شقة,1
1019,A2,30,W,main,Wohnzimmer,das,-,Noun,,,living room,oturma odası,гостиная,вітальня,اتاق نشیمن,غرفة المعيشة,3
1020,A2,30,W,main,Wäsche,die,-n,Noun,,,laundry / washing,çamaşır,бельё / стирка,білизна / прання,لباس شسته / شست‌وشو,غسيل / ملابس للغسيل,3
1021,A2,30,W,main,waschen,,,Verb,wäscht,hat gewaschen,to wash,yıkamak,мыть,мити / прати,شستن,يغسل,2
1022,A2,30,W,main,Wasser,das,,Noun,,,water,su,вода,вода,آب,ماء,1
1023,A2,30,W,main,Webseite,die,-n,Noun,,,website,web sitesi,веб-сайт,вебсайт / сайт,وب‌سایت,موقع إلكتروني,3
1024,A2,30,W,main,wecken,,,Verb,weckt,hat geweckt,to wake (someone),uyandırmak,будить,будити,بیدار کردن,يوقظ (شخصاً),2
1025,A2,30,W,main,weg/weg-,,,Other,,,away / off (prefix),uzakta / -den (önek),прочь / от- (приставка),геть / від- (префікс),دور / برد-,بعيداً / (لاحقة),3
1026,A2,30,W,main,Weg,der,-e,Noun,,,way / path / route,yol,путь / дорога / маршрут,шлях / дорога,راه / مسیر,طريق / مسار,2
1027,A2,30,W,main,wegen,,,Verb,,,because of / due to,nedeniyle,из-за / по причине,через / через те що,به خاطر / به دلیل,بسبب / نتيجة,2
1028,A2,30,W,main,weiblich,,,Other,,,female / feminine,dişi,женский / женственного рода,жіночий,مونث / زنانه,أنثى / مؤنث,3
1029,A2,30,W,main,weich,,,Other,,,soft,yumuşak,мягкий,м'який,نرم,ناعم / طري,2
1030,A2,30,W,main,Wein,der,-e,Noun,,,wine,şarap,вино,вино,شراب,نبيذ,1
1031,A2,30,W,main,weinen,,,Verb,weint,hat geweint,to cry,ağlamak,плакать,плакати,گریه کردن,يبكي,2
1032,A2,30,W,main,weit,,,Other,,,far / wide,uzak,далеко / широко,далекий / широкий,دور / وسیع,بعيد / واسع,2
1033,A2,30,W,main,weiter,,,Other,,,further / continue,ileriye / devam,дальше / продолжать,далі / продовжувати,بیشتر / ادامه,أبعد / يكمل,2
1034,A2,30,W,main,Welt,die,-en,Noun,,,world,dünya,мир,світ,دنیا / جهان,عالم / دنيا,1
1035,A2,30,W,main,wenigstens,,,Other,,,at least,en azından,по крайней мере,принаймні / щонайменше,حداقل,على الأقل,3
1036,A2,31,Z,main,Zimmer,das,-,Noun,,,room,oda,комната,кімната,اتاق,غرفة,1
1037,A2,31,Z,main,Zirkus,der,-se,Noun,,,circus,sirk,цирк,цирк,سیرک,سيرك,2
1038,A2,31,Z,main,Zoo,der,-s,Noun,,,zoo,hayvanat bahçesi,зоопарк,зоопарк,باغ‌وحش,حديقة حيوانات,1
1039,A2,31,Z,main,Zucker,der,,Noun,,,sugar,şeker,сахар,цукор,شکر,سكر,2
1040,A2,31,Z,main,zufrieden,,,Verb,,,satisfied / content,memnun,довольный / удовлетворённый,задоволений,راضی,راضٍ / مكتفٍ,2
1041,A2,31,Z,main,Zug,der,¨-e,Noun,,,train,tren,поезд,поїзд,قطار,قطار,1
1042,A2,31,Z,main,zuletzt,,,Other,,,lastly / last time,en son,напоследок / в последний раз,востаннє / насамкінець,در آخر / آخرین بار,أخيراً / آخر مرة,3
1043,A2,31,Z,main,zumachen,,,Verb,macht zu,hat zugemacht,to close / shut,kapatmak,закрывать,закривати,بستن,يغلق / يُوصد,3
1044,A2,31,Z,main,zusammen,,,Verb,,,together,birlikte,вместе,разом,با هم,معاً,2
1045,A2,31,Z,main,zwischen,,,Verb,,,between,arasında,между,між,بین,بين,2
1046,A2,31,W,main,wollen,,,Verb,will,hat gewollt,to want,istemek,хотеть,хотіти,خواستن,يريد,1
1047,A2,31,W,main,Workshop,der,-s,Noun,,,workshop,atölye,мастер-класс,воркшоп / майстер-клас,کارگاه,ورشة عمل,3
1048,A2,31,W,main,Wort,das,¨-er,Noun,,,word,kelime,слово,слово,کلمه,كلمة,1
1049,A2,31,W,main,wunderbar,,,Other,,,wonderful / marvelous,muhteşem,замечательный / чудесный,чудовий / прекрасний,فوق‌العاده / عالی,رائع / بديع,2
1050,A2,31,W,main,Wunsch,der,¨-e,Noun,,,wish,dilek,желание,бажання / побажання,آرزو,أمنية / رغبة,2
1051,A2,31,W,main,wünschen,,,Verb,,,to wish,dilemek,желать,бажати,آرزو کردن / خواستن,يتمنى,2
1052,A2,31,Z,main,Zahl,die,-en,Noun,,,number / figure,sayı,число / цифра,число / цифра,عدد / رقم,رقم / عدد,2
1053,A2,31,Z,main,Zahn,der,¨-e,Noun,,,tooth,diş,зуб,зуб,دندان,سن / ضرس,2
1054,A2,31,Z,main,zeigen,,,Verb,zeigt,hat gezeigt,to show,göstermek,показывать,показувати,نشان دادن,يُري / يُظهر,2
1055,A2,31,Z,main,Zeit,die,-en,Noun,,,time,zaman,время,час,زمان,وقت,1
1056,A2,31,Z,main,Zelt,das,-e,Noun,,,tent,çadır,палатка,намет,چادر,خيمة,2
1057,A2,31,Z,main,Zettel,der,-,Noun,,,note / slip of paper,not / makbuz,записка / листок бумаги,записка / папірець,یادداشت / برگه,ملاحظة / ورقة صغيرة,2
1058,A2,31,Z,main,Zeugnis,das,-se,Noun,,,report card / certificate,karne / sertifika,табель / сертификат,табель / свідоцтво,کارنامه / گواهی‌نامه,كشف درجات / شهادة,3
1059,A2,31,Z,main,Ziel,das,-e,Noun,,,goal / destination / target,hedef / varış noktası,цель / пункт назначения / задача,мета / пункт призначення,هدف / مقصد,هدف / وجهة / غاية,2
